ID,y
2342,84.395386
2352,85.55275
2353,82.6368
2355,85.369225
2357,91.370705
2362,103.68464
2364,68.48427
2366,103.982185
2370,92.95535
2373,85.94325
2381,99.19456
2382,101.938446
2388,86.682816
2392,84.642586
2394,98.77796
2404,98.67399
2405,86.33043
2409,86.0224
2414,81.68632
2415,109.37151
2416,85.55275
2423,99.81904
2426,83.947685
2430,99.402
2436,83.918915
2440,96.39092
2444,84.03013
2445,92.841576
2448,101.44863
2450,106.21655
2454,83.47652
2457,81.86509
2458,104.51623
2462,82.837204
2464,98.67399
2465,109.93218
2503,98.08082
2506,107.79416
2510,83.77511
2519,83.13614
2521,82.77058
2524,68.36567
2526,103.57502
2527,83.81777
2529,83.69338
2532,85.709785
2541,84.96563
2553,84.799644
2556,102.6826
2557,101.048744
2560,92.187996
2561,101.92559
2562,84.299095
2568,83.947685
2570,85.55275
2573,98.67399
2577,101.938446
2587,85.55275
2591,83.70905
2592,83.47652
2596,93.482155
2597,84.32337
2606,84.7198
2608,101.03538
2616,98.659355
2618,81.28928
2620,83.70905
2622,82.6399
2625,109.93218
2631,80.47745
2632,67.910164
2644,83.544235
2646,87.03834
2652,79.97187
2653,84.642586
2655,87.39062
2658,102.65829
2667,81.1751
2670,106.21655
2674,84.5286
2680,86.62061
2686,83.70905
2691,93.96284
2692,84.482796
2693,92.161964
2695,83.993034
2698,81.70051
2704,85.94325
2705,93.13207
2706,85.55275
2719,81.82951
2730,99.402
2732,83.94401
2739,84.90382
2750,83.206985
2754,93.80984
2758,82.50182
2762,99.821625
2763,85.642006
2769,85.55275
2774,93.80984
2777,79.99183
2787,83.947685
2792,83.85783
2793,109.93218
2796,87.44709
2797,100.167694
2800,102.10422
2801,68.36567
2807,91.26356
2809,81.72053
2813,91.66715
2815,83.53488
2822,81.87266
2824,98.70063
2829,101.44863
2833,84.6648
2839,85.55275
2841,89.91947
2842,86.33043
2850,87.4923
2851,99.41802
2853,85.55275
2856,83.405014
2859,85.11804
2864,78.27305
2865,103.667076
2866,103.2776
2870,84.94902
2873,79.08463
2875,83.13389
2877,81.965515
2885,83.77511
2889,99.515434
2890,93.13207
2894,83.206985
2900,85.62664
2908,82.58352
2920,84.21924
2935,84.28216
2937,92.814384
2941,84.35435
2943,65.51483
2947,102.478516
2952,62.499466
2953,85.66508
2956,83.9253
2957,101.938446
2959,89.572624
2962,81.25982
2968,100.50318
2970,102.308495
2973,83.44517
2978,83.8917
2981,101.67063
2982,83.53657
2984,99.324135
2987,93.08219
2988,85.642006
2992,82.542435
2999,85.55275
3001,83.53488
3003,84.67963
3007,80.47745
3011,83.53488
3015,85.55275
3022,99.402
3031,93.80984
3039,82.10761
3043,92.812294
3044,83.79777
3049,98.67399
3053,83.79777
3062,102.23791
3079,92.812294
3080,96.880226
3086,68.36567
3090,80.47745
3097,85.75445
3099,87.020485
3102,92.845726
3107,83.39785
3108,101.69458
3109,103.18371
3112,109.37151
3118,92.890495
3126,82.91477
3129,68.36567
3132,82.837204
3133,86.719124
3134,93.13207
3135,84.32337
3137,80.89597
3138,84.75872
3142,82.105934
3160,94.23635
3161,65.51483
3163,98.67399
3164,83.918915
3172,83.68253
3176,85.55275
3178,109.37151
3183,85.097435
3194,84.941536
3195,98.41207
3197,99.04222
3202,82.71734
3204,100.975655
3210,81.96026
3211,84.10863
3220,82.277214
3222,88.35177
3226,92.890495
3229,83.57316
3231,97.18022
3233,83.26632
3239,92.42539
3243,85.227356
3244,97.684044
3252,83.81777
3261,97.94773
3262,82.95434
3269,83.81698
3270,93.773026
3276,84.10755
3278,68.86161
3287,83.47477
3299,71.42804
3303,83.67903
3307,83.748436
3308,94.00901
3309,84.86201
3312,67.395256
3313,84.92031
3314,92.890495
3321,91.26356
3322,83.715385
3328,93.80984
3337,84.15893
3338,83.94401
3339,97.39537
3344,94.52133
3345,83.99242
3346,102.5857
3350,97.00519
3356,95.41714
3357,84.10863
3359,99.515434
3361,102.86494
3364,83.4564
3365,83.061455
3367,84.02502
3370,101.44863
3371,83.53488
3376,84.546715
3380,96.310524
3384,98.67399
3385,101.695496
3389,84.32337
3391,80.741035
3400,86.911644
3409,77.592514
3412,90.0241
3418,99.81501
3419,66.481514
3423,96.54718
3424,80.88227
3426,101.10479
3428,83.66235
3429,103.57059
3432,92.812294
3441,80.89597
3444,80.46052
3447,65.19731
3448,98.67399
3450,84.8595
3452,92.841576
3461,98.00734
3470,65.51483
3472,81.45188
3478,83.206985
3480,83.947685
3491,101.66808
3498,81.35287
3503,84.03013
3514,81.15687
3520,109.93218
3523,101.44863
3533,99.14819
3535,100.03643
3542,84.03013
3545,67.0697
3547,82.395515
3554,84.940315
3556,82.837204
3560,83.54722
3565,83.130806
3567,84.03013
3570,84.069145
3576,68.19686
3578,85.55275
3582,102.23791
3586,86.12192
3589,81.962425
3590,80.57173
3594,100.01039
3597,101.938446
3599,82.13037
3607,95.688545
3613,84.696495
3618,83.30508
3624,83.05753
3628,83.60674
3629,91.75864
3634,81.86509
3637,85.80614
3646,99.324135
3652,100.86204
3653,101.1998
3671,81.1367
3682,106.1322
3683,85.642006
3684,102.881874
3685,84.941536
3687,92.161964
3692,93.80984
3701,89.726265
3705,81.00891
3707,99.402
3738,109.93218
3746,104.20408
3749,99.402
3752,93.773026
3756,84.06516
3758,83.39785
3762,85.34791
3766,102.222946
3768,99.36575
3769,84.96989
3773,85.44069
3776,99.324135
3787,100.59749
3789,93.773026
3796,99.20189
3800,82.89106
3801,102.23791
3808,83.65139
3809,92.96216
3811,104.35534
3813,84.17026
3815,103.25828
3817,84.03013
3825,93.80984
3835,67.86132
3852,82.92321
3859,83.70905
3863,99.397865
3866,80.49644
3869,86.12661
3872,93.773026
3876,86.217995
3879,92.187996
3886,91.54733
3888,82.92321
3890,90.7246
3891,98.67399
3893,83.947685
3899,83.53488
3908,99.324135
3910,99.402
3914,99.402
3916,100.20165
3918,83.39785
3920,80.920334
3922,93.80984
3923,98.00734
3925,82.90685
3929,83.126915
3935,106.21655
3942,85.463905
3944,98.51999
3950,84.37129
3953,100.50318
3956,101.03538
3963,83.993034
3966,92.841576
3968,85.55275
3969,84.30035
3971,82.73436
3972,91.18097
3976,83.81777
3978,101.67063
3981,104.68285
3982,79.13547
3984,67.395256
3998,78.85092
4002,94.11971
4008,81.15687
4009,84.03121
4010,99.402
4011,98.67399
4012,109.93218
4013,83.682724
4014,86.911644
4018,99.324135
4024,67.395256
4025,85.155975
4027,102.74062
4029,101.938446
4030,85.700676
4032,92.841576
4036,99.08279
4042,99.77866
4047,84.50785
4048,84.1872
4051,84.10863
4052,104.7322
4054,91.18097
4055,86.30945
4057,84.670906
4064,83.993034
4065,93.80984
4069,92.99989
4076,92.812294
4077,97.2942
4080,82.837204
4085,93.17531
4086,93.2767
4088,82.33978
4091,90.536705
4095,83.723976
4098,82.34829
4103,85.94325
4114,92.841576
4116,81.93838
4117,84.28951
4125,109.37151
4134,99.08279
4138,101.55706
4139,84.941536
4142,82.3874
4143,99.41752
4152,84.70518
4157,83.39785
4158,68.48427
4167,90.48881
4169,83.53488
4171,79.89533
4173,64.783516
4187,93.238
4188,93.15951
4191,83.100044
4192,86.01592
4193,94.047005
4197,83.30155
4201,85.715126
4204,84.34463
